Rk,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,League,Season,TeamID
29,Elche,30,47.6,38.0,21030,2763,8370,10166,3731,448,19255,379,656,57.8,407,37,13221,65650,34067,1190,339,73,506,413,16090,13601,84.5,809,La Liga,2020-2021,30674441257210497
30,Everton,29,46.5,38.0,22718,2922,8747,10503,4941,700,21133,341,586,58.2,363,30,13795,76593,41361,1388,411,114,430,449,17418,14670,84.2,1081,Premier League,2020-2021,57482013681231466
31,Fiorentina,30,46.2,38.0,21197,2300,6428,10437,5657,737,19347,321,541,59.3,342,22,13554,72472,38371,1507,474,119,420,536,16122,13589,84.3,1156,Serie A,2020-2021,24325362613855847
32,Freiburg,24,47.0,34.0,19679,2621,7788,8639,4521,695,18052,263,462,56.9,285,14,11882,62484,33150,1003,335,107,394,332,14984,12336,82.3,1102,Bundesliga,2020-2021,17577284562417651
33,Fulham,28,49.9,38.0,23627,2640,8285,10981,5883,822,21923,498,762,65.4,524,35,14934,80620,43245,1613,509,133,587,472,18034,15183,84.2,1169,Premier League,2020-2021,19227944656237519
34,Genoa,34,44.7,38.0,22141,2850,8121,10620,4603,618,20407,277,524,52.9,293,20,13617,65947,34830,1279,391,103,482,383,16888,14014,83.0,1010,Serie A,2020-2021,87033800759594150
35,Getafe,31,42.8,38.0,17830,1729,4863,8188,5645,718,15819,250,459,54.5,272,24,9315,48818,25688,1102,362,102,478,422,11886,9017,75.9,1045,La Liga,2020-2021,23789167582387071
36,Granada,34,41.0,38.0,17330,2281,6088,8030,4101,610,15429,309,528,58.5,328,32,9203,47361,24959,947,269,94,385,388,12191,9247,75.9,918,La Liga,2020-2021,45137124328012624
37,Hellas Verona,32,49.8,38.0,22053,2381,6880,10789,5670,829,20228,315,524,60.1,347,24,13052,68876,37238,1454,498,130,448,412,16539,13339,80.7,1321,Serie A,2020-2021,45227680351245381
38,Hertha BSC,32,49.4,34.0,20185,2313,7746,9310,4456,738,18494,335,566,59.2,367,14,12614,71496,38339,1294,387,148,389,446,15260,12623,82.7,1080,Bundesliga,2020-2021,59737400018465050
39,Hoffenheim,30,51.1,34.0,22139,2471,7672,10388,5541,834,20466,346,600,57.7,377,25,14093,72987,39360,1428,440,116,512,420,17106,14462,84.5,1363,Bundesliga,2020-2021,29322720181807625
40,Huesca,27,48.3,38.0,21468,2676,8287,10018,4683,659,19618,444,692,64.2,481,27,13535,75972,41321,1512,452,107,456,390,16319,13636,83.6,993,La Liga,2020-2021,16593090704373522
41,Inter,25,52.4,38.0,25449,2673,8240,11969,6860,1122,23883,261,446,58.5,279,18,17109,88968,49936,1926,544,193,460,353,20894,18514,88.6,1557,Serie A,2020-2021,53198597771575973
42,Juventus,30,57.1,38.0,27094,2816,8480,13443,6945,1189,25535,412,629,65.5,428,27,18577,98436,53812,2085,625,263,425,418,22414,19971,89.1,1575,Serie A,2020-2021,19371054131726661
43,Köln,28,46.3,34.0,19811,2514,7840,8652,4456,589,18138,273,461,59.2,299,13,11369,58490,30243,1052,316,72,470,387,14808,12038,81.3,1007,Bundesliga,2020-2021,39731782814123330
44,Lazio,30,53.1,38.0,24942,2784,8266,11851,6576,988,23349,317,546,58.1,349,22,16236,94927,52732,1904,622,146,476,408,19826,17098,86.2,1490,Serie A,2020-2021,90751438076496109
45,Leeds United,23,57.6,38.0,24597,3071,9481,10577,6095,985,22782,321,559,57.4,351,35,15013,85594,48261,1649,510,157,504,410,19143,15996,83.6,1440,Premier League,2020-2021,34570153325607342
46,Leicester City,27,54.6,38.0,25031,2426,8195,12125,6207,838,23368,350,629,55.6,379,29,15999,79828,42854,1679,505,135,467,429,19730,16726,84.8,1277,Premier League,2020-2021,18776461863573874
47,Lens,27,51.4,38.0,23406,2248,7274,12308,5418,755,21620,376,620,60.6,397,16,14685,84098,49511,1872,470,110,504,463,18072,15307,84.7,1452,Ligue 1,2020-2021,74951719010833888
48,Levante,29,52.4,38.0,22070,2610,7921,10275,5224,769,20311,391,653,59.9,434,30,13970,70670,38570,1456,466,113,433,433,16970,14234,83.9,1347,La Liga,2020-2021,1566092639264277
49,Leverkusen,30,59.9,34.0,25589,2494,8179,13375,5846,845,24010,467,765,61.0,496,27,17737,89304,47518,1706,533,172,493,446,20664,18002,87.1,1388,Bundesliga,2020-2021,36794408106212849
50,Lille,21,53.9,38.0,26131,2083,7434,13846,6538,820,24406,391,671,58.3,417,29,17088,85177,46429,1973,534,149,473,506,20916,18028,86.2,1572,Ligue 1,2020-2021,85603837513355486
51,Liverpool,28,62.4,38.0,29822,2223,7936,14808,8910,1372,28088,421,703,59.9,457,28,20288,98263,53343,2281,695,230,482,449,24736,21527,87.0,1949,Premier League,2020-2021,41956650829873911
52,Lorient,27,44.6,38.0,21699,2127,7652,10922,4440,571,19860,314,544,57.7,343,14,13064,63696,35272,1329,412,98,549,482,16014,13403,83.7,1094,Ligue 1,2020-2021,37325341301512527
53,Lyon,29,54.9,38.0,25826,2292,7318,13057,7071,1193,24046,482,775,62.2,518,30,16970,86470,50014,2093,586,216,511,477,20543,17819,86.7,1775,Ligue 1,2020-2021,87005642993871754
54,M'Gladbach,23,51.9,34.0,22941,2481,8008,11396,4878,838,21323,319,502,63.5,334,14,14578,69604,39080,1492,403,164,433,403,17676,15337,86.8,1309,Bundesliga,2020-2021,81611584009946193
55,Mainz 05,31,40.5,34.0,17919,2312,6633,7902,4371,713,16233,288,483,59.6,314,18,9788,50994,27750,942,312,105,452,379,12574,9679,77.0,1010,Bundesliga,2020-2021,71158960989778912
56,Manchester City,24,63.9,38.0,30525,2142,7108,16433,9082,1360,29002,485,807,60.1,518,33,22043,117299,67025,3044,809,314,378,418,26077,23578,90.4,1661,Premier League,2020-2021,74026506610392765
57,Manchester Utd,29,55.8,38.0,26392,2392,8046,12262,7891,1043,24709,424,733,57.8,460,35,17172,94013,53179,2196,676,180,422,468,21335,18495,86.7,1520,Premier League,2020-2021,29078730489839024
58,Marseille,31,53.9,38.0,24777,2583,8236,12872,5137,709,22888,341,585,58.3,368,17,15585,76443,42510,1649,401,134,429,453,19689,16646,84.5,1231,Ligue 1,2020-2021,66190039714113630
59,Metz,27,45.3,38.0,21596,2305,7846,10639,4610,610,19876,436,724,60.2,468,23,13406,75863,41114,1544,527,110,533,527,15948,13269,83.2,1030,Ligue 1,2020-2021,14635757597311544
60,Milan,29,51.9,38.0,23883,2621,7876,11304,6269,1030,22240,430,666,64.6,450,19,15342,85592,47450,1748,553,176,469,381,18711,16046,85.8,1343,Serie A,2020-2021,59378513948613436
61,Monaco,30,56.0,38.0,26168,2231,7778,13635,6432,1030,24329,340,547,62.2,359,14,17144,89125,49959,1897,497,151,467,475,20995,17905,85.3,1589,Ligue 1,2020-2021,79093238158793616
62,Montpellier,25,45.3,38.0,20905,2434,7479,9743,5026,780,19032,315,580,54.3,343,30,12121,66958,36698,1368,410,111,487,427,15643,12879,82.3,1209,Ligue 1,2020-2021,32434714471076965
63,Nantes,25,43.7,38.0,21131,2050,6517,10489,5291,772,19243,409,742,55.1,451,22,12351,61352,33742,1415,401,153,459,497,15479,12440,80.4,1157,Ligue 1,2020-2021,25802633648495862
64,Napoli,25,55.2,38.0,26110,2488,7995,12846,6955,1089,24357,360,589,61.1,380,36,17699,92736,50918,2107,579,246,375,341,21413,18947,88.5,1439,Serie A,2020-2021,10516137814401134
65,Newcastle Utd,27,38.2,38.0,18589,2672,7557,7582,4511,637,16830,352,577,61.0,379,20,10688,53725,27978,1015,355,116,391,388,13307,10617,79.8,779,Premier League,2020-2021,29528772732587842
66,Nice,31,54.5,38.0,25774,2831,9463,12605,5558,795,24034,424,725,58.5,452,34,17716,98632,55661,1973,497,141,479,479,20775,18220,87.7,1314,Ligue 1,2020-2021,11720969662561653
67,Nîmes,33,44.4,38.0,21292,2708,8390,9456,4767,681,19294,364,644,56.5,397,25,12814,66048,36840,1182,329,111,463,463,15872,12874,81.1,1087,Ligue 1,2020-2021,83514802313158576
68,Osasuna,28,43.1,38.0,19063,2254,6103,9171,4694,684,17260,247,458,53.9,278,26,9946,48053,24365,923,289,71,469,362,13638,10415,76.4,1053,La Liga,2020-2021,83352675823776457
69,Paris S-G,33,63.5,38.0,30233,2232,7686,16144,8417,1185,28673,517,903,57.3,559,62,21883,102861,57959,2467,735,216,446,455,25387,23091,91.0,1711,Ligue 1,2020-2021,11177590892093073
70,Parma,42,47.7,38.0,22540,3003,8485,10825,4666,715,20819,353,560,63.0,381,28,13609,74055,40680,1401,394,111,455,385,17608,14930,84.8,1211,Serie A,2020-2021,62695319081093388
71,RB Leipzig,25,60.0,34.0,25376,1989,6972,13158,6795,1062,23776,328,552,59.4,359,14,16865,82561,44289,1837,526,156,427,450,20574,17673,85.9,1636,Bundesliga,2020-2021,68159208261559796
72,Real Madrid,30,59.7,38.0,28066,2554,8336,13444,8171,1140,26345,460,720,63.9,484,29,19620,104246,56159,2331,712,231,429,346,23361,20825,89.1,1541,La Liga,2020-2021,29627131003986350
73,Real Sociedad,30,55.1,38.0,22728,2327,6904,11503,5747,929,20932,323,538,60.0,348,14,14687,77725,42399,1632,458,123,429,394,17775,14976,84.3,1344,La Liga,2020-2021,57299950304530590
74,Reims,29,44.8,38.0,21476,2761,8562,9921,4541,634,19720,389,616,63.1,415,14,13814,76196,42847,1518,502,128,485,447,16298,13704,84.1,1091,Ligue 1,2020-2021,67732085073987538
75,Rennes,32,59.5,38.0,28083,2102,7674,15095,7016,969,26248,402,675,59.6,441,11,18580,90049,49619,2105,590,150,467,438,22965,20158,87.8,1599,Ligue 1,2020-2021,96819424452761337
76,Roma,31,52.5,38.0,24293,2478,7615,12352,6029,984,22680,382,642,59.5,415,27,16574,94357,51344,2044,610,222,394,336,19637,17066,86.9,1394,Serie A,2020-2021,764736481564168
77,Saint-Étienne,40,48.3,38.0,22484,2293,8111,11044,4815,743,20508,475,849,55.9,526,34,13791,74972,40857,1435,408,105,519,532,16676,13803,82.8,1052,Ligue 1,2020-2021,56226069621228236
78,Sampdoria,27,45.1,38.0,21871,2724,7681,10003,5437,776,20033,271,470,57.7,291,19,12922,66533,35516,1305,417,116,461,354,16759,13561,80.9,1228,Serie A,2020-2021,89407679695143145
79,Sassuolo,28,60.8,38.0,27926,3004,8672,14167,6909,984,26273,405,684,59.2,434,39,19491,99222,55710,2095,598,171,416,437,22987,20547,89.4,1439,Serie A,2020-2021,79200252522790650
80,Schalke 04,42,44.6,34.0,18946,2716,7904,8674,3543,557,17258,364,630,57.8,400,19,11265,58431,29902,1018,297,88,472,446,13843,11269,81.4,929,Bundesliga,2020-2021,24345039935475884
81,Sevilla,26,61.2,38.0,26770,2724,8625,13051,6490,863,25065,402,599,67.1,424,22,18073,82776,43783,1781,478,139,448,411,21992,19429,88.3,1323,La Liga,2020-2021,22702270477938803
82,Sheffield Utd,27,41.5,38.0,20178,2446,6666,8651,5985,703,18557,302,512,59.0,332,28,11343,58979,31782,1211,384,97,411,389,14805,12057,81.4,1024,Premier League,2020-2021,93216768512646707
83,Southampton,29,52.2,38.0,23420,2440,7993,11611,5273,793,21630,367,631,58.2,395,15,13917,71626,38066,1511,482,130,467,454,17833,14758,82.8,1112,Premier League,2020-2021,21037626007536306
84,Spezia,35,52.2,38.0,23486,2668,7986,11457,5514,822,21701,286,460,62.2,312,14,14741,81281,41766,1567,456,165,498,386,18564,15637,84.2,1161,Serie A,2020-2021,41730244034743257
85,Strasbourg,26,45.6,38.0,21374,2201,7284,10417,5010,783,19537,324,550,58.9,347,16,13247,69356,36495,1308,414,102,507,445,16171,13300,82.2,1156,Ligue 1,2020-2021,92234479374253707
86,Stuttgart,29,51.5,34.0,22009,2702,7891,10504,5116,839,20332,454,731,62.1,493,29,14090,75636,41681,1578,493,147,519,486,16743,14259,85.2,1302,Bundesliga,2020-2021,81761661302668293
87,Torino,29,47.2,38.0,21426,2548,7577,10211,5038,733,19574,372,641,58.0,394,15,13558,71850,38333,1370,465,94,433,384,16218,13471,83.1,980,Serie A,2020-2021,21846272194836439
88,Tottenham,24,51.7,38.0,24321,2708,8302,12150,5317,770,22574,408,673,60.6,435,34,15374,74651,39501,1550,468,135,369,467,19068,16142,84.7,1208,Premier League,2020-2021,22006624071753704
89,Udinese,33,46.1,38.0,21667,2498,7499,9970,5638,839,19992,383,593,64.6,408,22,14198,75821,41733,1577,505,119,455,450,16755,14149,84.4,1183,Serie A,2020-2021,48393495896639342
90,Union Berlin,27,44.9,34.0,19755,2263,7614,9103,4242,613,18189,200,358,55.9,219,17,11321,61208,31688,1069,365,100,458,365,14934,12041,80.6,1022,Bundesliga,2020-2021,71630543971501382
91,Valencia,30,46.9,38.0,20585,2781,7585,9551,4775,624,18781,302,525,57.5,338,15,12310,67993,37595,1428,441,95,416,368,15623,12953,82.9,1092,La Liga,2020-2021,65158650443085242
92,Valladolid,32,45.1,38.0,19624,2339,6684,9267,4809,607,17726,285,522,54.6,310,20,11189,59320,30553,1214,403,104,399,372,14226,11338,79.7,937,La Liga,2020-2021,44089518275887893
93,Villarreal,29,55.6,38.0,25048,2729,8270,12600,5884,907,23309,456,717,63.6,488,36,16883,88034,49668,1869,541,168,447,407,20182,17601,87.2,1412,La Liga,2020-2021,63335634096533483
94,Werder Bremen,27,43.8,34.0,19641,2454,7550,9163,3974,568,17938,237,435,54.5,258,21,11312,55492,29399,1031,295,74,412,359,14513,11769,81.1,1014,Bundesliga,2020-2021,59303898890876434
95,West Brom,30,37.6,38.0,18234,2692,6755,7837,4511,653,16495,294,534,55.1,319,21,9646,49732,25174,955,283,108,459,427,12638,9743,77.1,912,Premier League,2020-2021,26775906631723373
96,West Ham,24,42.9,38.0,20537,2423,6846,9450,5500,828,18875,325,546,59.5,348,25,12116,68476,34759,1376,451,143,383,380,15380,12533,81.5,1014,Premier League,2020-2021,57680956417459581
97,Wolfsburg,26,51.4,34.0,21519,2255,7029,10544,5292,809,19912,282,462,61.0,314,19,12998,68367,36910,1380,452,117,450,429,16162,13255,82.0,1314,Bundesliga,2020-2021,85159484018358879
98,Wolves,27,49.3,38.0,22963,2287,7494,11331,5635,759,21244,496,779,63.7,537,29,14457,76002,42595,1794,544,183,453,394,17784,15234,85.7,1077,Premier League,2020-2021,24001928852251903
1,Alavés,32,41.1,38.0,17992,2141,6134,8850,3878,563,16042,250,466,53.6,277,14,9417,46382,22620,875,257,84,458,386,12391,9724,78.5,1202,La Liga,2019-2020,37745278530914180
2,Amiens,27,45.5,28.0,16194,1709,5138,8388,3592,417,14785,283,478,59.2,318,20,10011,46571,24872,967,286,80,411,427,11771,9777,83.1,1117,Ligue 1,2019-2020,20069478421376018
3,Angers,26,45.1,28.0,16741,1451,5355,8134,4348,592,15332,344,558,61.6,367,26,10806,53660,29100,1176,384,102,386,358,12508,10616,84.9,1115,Ligue 1,2019-2020,66587352409382849
4,Arsenal,29,54.0,38.0,24196,2929,8623,11508,5691,931,22390,428,711,60.2,455,34,16309,86892,48706,1918,501,171,448,451,18851,16349,86.7,1484,Premier League,2019-2020,5838645288327307
5,Aston Villa,28,43.9,38.0,19827,2772,7317,8474,5328,781,17902,368,584,63.0,404,25,11554,66138,34580,1417,466,128,409,428,14087,11530,81.8,1345,Premier League,2019-2020,14348480492050895
6,Atalanta,30,57.8,38.0,26354,2038,7049,12943,8151,1267,24556,411,700,58.7,441,32,18047,97999,51961,2404,758,230,459,464,20463,18078,88.3,1895,Serie A,2019-2020,87465877057901989
7,Athletic Club,26,48.7,38.0,20945,2191,6617,10445,5181,655,19036,342,567,60.3,374,22,12246,64419,34662,1342,447,93,468,398,15307,12589,82.2,1374,La Liga,2019-2020,4823083458145023
8,Atlético Madrid,30,48.5,38.0,22042,2034,6513,11157,5571,876,20176,350,585,59.8,372,18,13465,63061,32999,1353,397,128,519,396,16316,13709,84.0,1619,La Liga,2019-2020,74713976168286555
9,Augsburg,28,38.1,34.0,16354,2512,6702,7045,3534,568,14630,251,488,51.4,284,19,9156,48259,24857,821,272,89,424,390,11083,8618,77.8,1078,Bundesliga,2019-2020,82828683183786310
10,Barcelona,28,66.9,38.0,32096,2720,8347,16677,9213,1180,30469,510,820,62.2,541,27,23589,114309,64064,2772,802,213,392,366,27494,24981,90.9,1836,La Liga,2019-2020,81744823723090567
11,Bayern Munich,29,65.6,34.0,28044,2149,7737,14375,7803,1317,26379,522,835,62.5,566,28,20156,102447,54630,2277,605,235,444,377,23353,20739,88.8,2285,Bundesliga,2019-2020,7510926916741648
12,Betis,27,57.1,38.0,23922,2708,8180,11426,5892,941,21929,447,692,64.6,482,27,16015,84257,45987,1858,539,193,488,406,18549,16291,87.8,1357,La Liga,2019-2020,9423348454032625
13,Bologna,31,52.9,38.0,22950,2527,7208,10882,6301,885,21038,427,720,59.3,461,22,14610,79802,43660,1819,495,166,465,440,17130,14641,85.5,1607,Serie A,2019-2020,23275147453355121
14,Bordeaux,26,53.9,28.0,18350,1875,6062,10299,3154,430,16999,281,477,58.9,313,14,12418,61176,31449,1176,335,81,355,401,14151,12356,87.3,1011,Ligue 1,2019-2020,12683680850395737
15,Bournemouth,27,43.8,38.0,20686,2739,7781,8690,5386,832,18878,360,646,55.7,395,28,12186,64010,33067,1220,369,124,521,439,14685,11943,81.3,1364,Premier League,2019-2020,36088947257895306
16,Brescia,32,40.3,38.0,19038,2730,7376,8127,4740,734,17022,321,518,62.0,343,15,11119,63989,35282,1229,393,88,417,391,13481,11010,81.7,1401,Serie A,2019-2020,24926529561002350
17,Brest,24,49.7,28.0,17433,2165,6599,7977,3966,528,15987,229,412,55.6,248,16,11199,57232,30442,1054,321,75,378,335,13039,11090,85.1,1167,Ligue 1,2019-2020,27328509848090670
18,Brighton,25,52.2,38.0,24066,2881,8807,10577,6186,879,22325,361,599,60.3,380,21,15610,82502,42607,1619,507,141,474,512,18478,15696,84.9,1570,Premier League,2019-2020,49072214318111932
19,Burnley,22,41.4,38.0,18703,2366,6006,8777,4828,655,16885,271,473,57.3,293,18,9851,48492,23294,907,316,61,406,355,12820,9925,77.4,1165,Premier League,2019-2020,21823480134907726
20,Cagliari,33,45.5,38.0,21168,2765,7696,9814,5132,655,19296,366,565,64.8,390,12,13348,74646,40284,1483,534,103,414,444,15653,13303,85.0,1322,Serie A,2019-2020,32968728316179674
21,Celta Vigo,30,51.9,38.0,22702,2428,7524,11360,5166,679,20821,367,596,61.6,390,16,14522,75207,38737,1583,507,123,460,450,17193,14692,85.5,1322,La Liga,2019-2020,14218303985450920
22,Chelsea,27,60.7,38.0,29171,2489,8842,14256,7901,1197,27383,466,718,64.9,498,15,20509,103002,55571,2364,623,244,475,479,23597,20665,87.6,1849,Premier League,2019-2020,58172670324373785
23,Crystal Palace,25,44.5,38.0,20796,2496,7340,9542,5126,903,18860,448,715,62.7,474,24,12388,61778,32085,1275,387,167,509,556,14799,12142,82.0,1352,Premier League,2019-2020,15352059381074619
24,Dijon,28,46.5,28.0,16420,1981,6261,7902,3318,536,15029,355,609,58.3,393,17,10406,53689,29251,1076,330,90,351,392,12059,10180,84.4,1010,Ligue 1,2019-2020,59239312409540653
25,Dortmund,27,61.0,34.0,27902,2183,8548,14302,6858,980,26351,503,828,60.7,545,40,20139,99016,51936,2119,595,189,437,419,23240,20781,89.4,1668,Bundesliga,2019-2020,6921931827204601
26,Düsseldorf,28,45.4,34.0,18883,2196,6989,8308,4639,627,17184,294,490,60.0,315,10,11508,55487,30639,1069,352,94,411,362,13976,11476,82.1,1344,Bundesliga,2019-2020,6414184432322702
27,Eibar,26,46.3,38.0,19711,1879,5278,9802,5668,704,17635,260,439,59.2,284,16,10552,53417,25488,1103,370,96,526,401,13748,10623,77.3,1521,La Liga,2019-2020,67267904110326262
28,Eint Frankfurt,27,51.0,34.0,20519,2148,6655,10030,5131,844,18764,346,569,60.8,367,19,12398,67627,37610,1447,429,146,411,361,15261,12408,81.3,1630,Bundesliga,2019-2020,37929111009288632
29,Espanyol,31,47.3,38.0,20408,2255,6895,10186,4489,652,18544,289,507,57.0,315,15,11942,63574,33188,1288,357,94,483,376,14836,12032,81.1,1337,La Liga,2019-2020,71314269182841176
30,Everton,24,49.2,38.0,21845,2703,7601,9939,5579,889,20006,392,635,61.7,429,31,13246,69374,36267,1420,435,134,491,470,16042,13239,82.5,1611,Premier League,2019-2020,57482013681231466
31,Fiorentina,33,47.3,38.0,21658,2400,7032,10274,5858,980,19843,471,728,64.7,501,23,14059,77983,45231,1791,571,189,464,464,16134,13792,85.5,1505,Serie A,2019-2020,24325362613855847
32,Freiburg,26,47.9,34.0,19701,2789,7783,8685,4537,731,17914,277,484,57.2,295,16,12251,68146,36756,1221,396,118,410,387,14313,12120,84.7,1305,Bundesliga,2019-2020,17577284562417651
33,Genoa,34,49.5,38.0,22397,2974,8108,10345,5263,761,20471,360,614,58.6,391,23,14378,73150,38349,1361,401,103,426,434,16818,14405,85.7,1397,Serie A,2019-2020,87033800759594150
34,Getafe,30,44.6,38.0,17758,1587,4713,8406,5413,716,15554,262,448,58.5,289,13,8691,42964,21508,974,299,86,521,410,11585,8444,72.9,1598,La Liga,2019-2020,23789167582387071
35,Granada,27,43.7,38.0,18072,2365,6249,8418,4361,612,16138,303,520,58.3,328,22,10152,52303,26636,1050,304,93,443,343,12437,9933,79.9,1296,La Liga,2019-2020,45137124328012624
36,Hellas Verona,30,49.8,38.0,21768,2510,6782,10800,5593,841,19888,376,619,60.7,404,25,13363,74299,39533,1612,556,124,427,332,16185,13387,82.7,1576,Serie A,2019-2020,45227680351245381
37,Hertha BSC,32,44.7,34.0,19063,2390,7281,8959,4052,568,17473,391,596,65.6,414,18,11846,63789,34220,1171,340,104,444,400,13820,11480,83.1,1172,Bundesliga,2019-2020,59737400018465050
38,Hoffenheim,31,51.9,34.0,22069,2697,8705,10201,4512,780,20392,312,539,57.9,333,15,13904,69066,37449,1292,399,135,417,410,16823,14589,86.7,1430,Bundesliga,2019-2020,29322720181807625
39,Inter,29,54.2,38.0,24870,2664,7970,11912,6602,1135,23146,332,523,63.5,359,11,16629,87637,49108,1919,519,179,398,370,19767,17321,87.6,1855,Serie A,2019-2020,53198597771575973
40,Juventus,30,58.3,38.0,27693,2193,6984,14383,8112,999,25951,441,691,63.8,471,20,18744,91814,49930,2179,705,205,421,380,22476,20306,90.3,1753,Serie A,2019-2020,19371054131726661
41,Köln,29,46.7,34.0,19173,2370,7267,8595,4453,682,17442,290,494,58.7,314,12,11330,60209,30839,1117,343,80,489,350,13813,11292,81.7,1342,Bundesliga,2019-2020,39731782814123330
42,Lazio,27,50.5,38.0,23466,2634,7645,10923,6707,1057,21853,397,636,62.4,436,23,16152,95272,55033,2106,726,201,429,372,18184,16035,88.2,1675,Serie A,2019-2020,90751438076496109
43,Lecce,30,44.6,38.0,21339,2985,8159,9452,5169,824,19548,323,510,63.3,348,19,13322,75582,43178,1598,485,150,381,364,15992,13757,86.0,1399,Serie A,2019-2020,92912790925867566
44,Leganés,29,43.8,38.0,18956,1869,5893,9224,4875,703,17013,341,576,59.2,378,27,10795,54294,28007,1103,375,101,454,382,13104,10467,79.9,1334,La Liga,2019-2020,20237473683555152
45,Leicester City,24,57.6,38.0,25867,2350,8090,12502,6789,998,24031,411,678,60.6,444,22,16888,84083,44863,1800,544,203,468,477,20014,17329,86.6,1622,Premier League,2019-2020,18776461863573874
46,Levante,29,48.4,38.0,20354,2651,7558,9477,4498,695,18487,394,670,58.8,429,24,12554,66233,36330,1478,417,144,459,383,14968,12463,83.3,1398,La Liga,2019-2020,1566092639264277
47,Leverkusen,24,63.8,34.0,26975,2466,8622,14296,5839,922,25265,472,758,62.3,505,34,18799,92899,46756,1778,524,180,460,450,21880,19160,87.6,1699,Bundesliga,2019-2020,36794408106212849
48,Lille,25,53.0,28.0,17366,1360,4522,9473,4563,615,15961,343,575,59.7,378,29,11627,61478,33139,1377,394,112,373,371,13330,11307,84.8,1166,Ligue 1,2019-2020,85603837513355486
49,Liverpool,24,63.4,38.0,29379,2183,7595,15110,8457,1318,27525,439,718,61.1,482,27,20118,95488,51317,2238,679,208,477,427,24019,20887,87.0,2119,Premier League,2019-2020,41956650829873911
50,Lyon,27,56.4,28.0,19252,1798,6093,10048,4464,599,17971,365,596,61.2,399,12,13296,67358,36880,1366,395,98,399,388,15206,13379,88.0,1258,Ligue 1,2019-2020,87005642993871754
51,M'Gladbach,25,52.4,34.0,21964,2523,8191,10420,4816,855,20255,427,686,62.2,455,29,14431,73044,40827,1402,411,155,403,405,17068,14479,84.8,1552,Bundesliga,2019-2020,81611584009946193
