Rk,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,xG,npxG,xA,npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,League,Season,TeamID
1,Alavés,30,28.7,42.7,38,418,3420,38.0,35,21,30,5,8,96.0,8.0,0.92,0.55,1.47,0.79,1.34,42.4,36.5,25.5,62.0,1.12,0.67,1.79,0.96,1.63,La Liga,2020-2021,37745278530914180
2,Angers,31,27.9,46.2,38,418,3420,38.0,39,23,34,5,6,65.0,2.0,1.03,0.61,1.63,0.89,1.5,41.8,37.2,27.4,64.6,1.1,0.72,1.82,0.98,1.7,Ligue 1,2020-2021,66587352409382849
3,Arminia,26,26.0,42.2,34,374,3060,34.0,23,16,22,1,2,52.0,1.0,0.68,0.47,1.15,0.65,1.12,30.7,29.2,22.1,51.3,0.9,0.65,1.55,0.86,1.51,Bundesliga,2020-2021,60726784699523350
4,Arsenal,29,25.9,53.8,38,418,3420,38.0,53,38,47,6,6,49.0,5.0,1.39,1.0,2.39,1.24,2.24,53.5,49.0,36.6,85.5,1.41,0.96,2.37,1.29,2.25,Premier League,2020-2021,5838645288327307
5,Aston Villa,24,25.2,48.1,38,418,3420,38.0,52,38,47,5,6,71.0,4.0,1.37,1.0,2.37,1.24,2.24,52.9,48.5,37.1,85.6,1.39,0.98,2.37,1.28,2.25,Premier League,2020-2021,14348480492050895
6,Atalanta,30,27.3,54.9,38,418,3420,38.0,89,65,83,6,7,67.0,3.0,2.34,1.71,4.05,2.18,3.89,77.2,72.0,55.9,128.0,2.03,1.47,3.5,1.9,3.37,Serie A,2020-2021,87465877057901989
7,Athletic Club,27,26.6,49.8,38,418,3420,38.0,43,31,39,4,5,82.0,3.0,1.13,0.82,1.95,1.03,1.84,44.4,40.7,31.1,71.8,1.17,0.82,1.99,1.07,1.89,La Liga,2020-2021,4823083458145023
8,Atlético Madrid,25,27.3,52.4,38,418,3420,38.0,65,54,60,5,7,100.0,0.0,1.71,1.42,3.13,1.58,3.0,52.4,46.8,37.8,84.6,1.38,0.99,2.37,1.23,2.23,La Liga,2020-2021,74713976168286555
9,Augsburg,25,27.0,41.3,34,374,3060,34.0,35,23,33,2,5,70.0,4.0,1.03,0.68,1.71,0.97,1.65,36.1,32.3,24.5,56.9,1.06,0.72,1.78,0.95,1.67,Bundesliga,2020-2021,82828683183786310
10,Barcelona,25,26.4,65.8,38,418,3420,38.0,80,51,76,4,8,72.0,2.0,2.11,1.34,3.45,2.0,3.34,78.9,72.6,57.4,130.0,2.08,1.51,3.59,1.91,3.42,La Liga,2020-2021,81744823723090567
11,Bayern Munich,29,27.3,61.1,34,374,3060,34.0,98,75,89,9,10,44.0,3.0,2.88,2.21,5.09,2.62,4.82,75.8,68.2,53.3,121.5,2.23,1.57,3.8,2.01,3.57,Bundesliga,2020-2021,7510926916741648
12,Benevento,29,28.7,42.3,38,418,3420,38.0,40,26,35,5,7,95.0,5.0,1.05,0.68,1.74,0.92,1.61,41.6,36.2,27.3,63.5,1.1,0.72,1.81,0.95,1.67,Serie A,2020-2021,38159059008947812
13,Betis,25,27.9,53.9,38,418,3420,38.0,50,35,42,8,11,93.0,8.0,1.32,0.92,2.24,1.11,2.03,46.0,37.8,29.9,67.7,1.21,0.79,2.0,1.0,1.78,La Liga,2020-2021,9423348454032625
14,Bologna,37,27.2,50.9,38,418,3420,38.0,49,38,46,3,4,82.0,4.0,1.29,1.0,2.29,1.21,2.21,53.4,50.5,37.4,87.9,1.41,0.98,2.39,1.33,2.31,Serie A,2020-2021,23275147453355121
15,Bordeaux,28,27.6,49.7,38,418,3420,38.0,41,32,37,4,4,78.0,4.0,1.08,0.84,1.92,0.97,1.82,41.9,38.9,30.2,69.1,1.1,0.8,1.9,1.02,1.82,Ligue 1,2020-2021,12683680850395737
16,Brest,26,24.9,49.3,38,418,3420,38.0,47,31,44,3,4,62.0,4.0,1.24,0.82,2.05,1.16,1.97,47.5,44.4,33.7,78.2,1.25,0.89,2.14,1.17,2.06,Ligue 1,2020-2021,27328509848090670
17,Brighton,27,25.8,51.3,38,418,3420,38.0,39,24,33,6,9,49.0,6.0,1.03,0.63,1.66,0.87,1.5,51.6,44.8,33.0,77.8,1.36,0.87,2.23,1.18,2.05,Premier League,2020-2021,49072214318111932
18,Burnley,25,28.3,41.7,38,418,3420,38.0,32,20,29,3,3,48.0,0.0,0.84,0.53,1.37,0.76,1.29,39.9,37.6,27.1,64.8,1.05,0.71,1.76,0.99,1.7,Premier League,2020-2021,21823480134907726
19,Cádiz,34,28.8,34.3,38,418,3420,38.0,33,16,29,4,4,81.0,3.0,0.87,0.42,1.29,0.76,1.18,34.0,31.0,19.0,50.0,0.89,0.5,1.39,0.82,1.31,La Liga,2020-2021,1007679934589500
20,Cagliari,32,26.5,44.6,38,418,3420,38.0,43,30,39,4,5,77.0,3.0,1.13,0.79,1.92,1.03,1.82,45.5,41.8,30.6,72.4,1.2,0.81,2.0,1.1,1.91,Serie A,2020-2021,32968728316179674
21,Celta Vigo,30,26.6,53.7,38,418,3420,38.0,55,39,48,7,7,109.0,5.0,1.45,1.03,2.47,1.26,2.29,47.7,42.4,33.2,75.6,1.25,0.87,2.13,1.11,1.99,La Liga,2020-2021,14218303985450920
22,Chelsea,27,26.0,61.4,38,418,3420,38.0,56,38,48,8,10,51.0,3.0,1.47,1.0,2.47,1.26,2.26,64.0,56.4,42.4,98.8,1.68,1.12,2.8,1.48,2.6,Premier League,2020-2021,58172670324373785
23,Crotone,31,27.8,46.4,38,418,3420,38.0,44,27,35,9,9,89.0,4.0,1.16,0.71,1.87,0.92,1.63,38.5,31.8,24.5,56.3,1.01,0.64,1.66,0.84,1.48,Serie A,2020-2021,33431629624225246
24,Crystal Palace,24,29.1,40.1,38,418,3420,38.0,39,29,36,3,4,56.0,2.0,1.03,0.76,1.79,0.95,1.71,32.4,29.5,20.9,50.4,0.85,0.55,1.4,0.78,1.33,Premier League,2020-2021,15352059381074619
25,Dijon,33,25.7,46.2,38,418,3420,38.0,25,15,22,3,5,76.0,5.0,0.66,0.39,1.05,0.58,0.97,31.5,27.7,20.3,48.0,0.83,0.53,1.36,0.73,1.26,Ligue 1,2020-2021,59239312409540653
26,Dortmund,26,25.6,59.8,34,374,3060,34.0,74,57,71,3,7,44.0,1.0,2.18,1.68,3.85,2.09,3.76,68.6,62.9,51.0,113.9,2.02,1.5,3.52,1.85,3.35,Bundesliga,2020-2021,6921931827204601
27,Eibar,30,28.2,49.6,38,418,3420,38.0,29,20,25,4,9,71.0,3.0,0.76,0.53,1.29,0.66,1.18,41.5,34.7,26.2,60.8,1.09,0.69,1.78,0.91,1.6,La Liga,2020-2021,67267904110326262
28,Eint Frankfurt,25,27.2,54.0,34,374,3060,34.0,63,52,55,8,8,82.0,1.0,1.85,1.53,3.38,1.62,3.15,56.1,50.0,43.1,93.1,1.65,1.27,2.92,1.47,2.74,Bundesliga,2020-2021,37929111009288632
29,Elche,30,28.1,47.6,38,418,3420,38.0,33,25,31,2,3,99.0,3.0,0.87,0.66,1.53,0.82,1.47,30.5,28.2,21.9,50.1,0.8,0.58,1.38,0.74,1.32,La Liga,2020-2021,30674441257210497
30,Everton,29,26.3,46.5,38,418,3420,38.0,45,32,41,4,5,59.0,2.0,1.18,0.84,2.03,1.08,1.92,47.2,43.5,32.9,76.4,1.24,0.87,2.11,1.14,2.01,Premier League,2020-2021,57482013681231466
31,Fiorentina,30,26.6,46.2,38,418,3420,38.0,44,31,38,6,6,86.0,5.0,1.16,0.82,1.97,1.0,1.82,45.2,40.7,30.5,71.2,1.19,0.8,1.99,1.07,1.87,Serie A,2020-2021,24325362613855847
32,Freiburg,24,26.2,47.0,34,374,3060,34.0,51,34,45,6,6,62.0,0.0,1.5,1.0,2.5,1.32,2.32,46.2,41.7,29.2,70.9,1.36,0.86,2.22,1.23,2.09,Bundesliga,2020-2021,17577284562417651
33,Fulham,28,25.2,49.9,38,418,3420,38.0,26,18,23,3,6,67.0,3.0,0.68,0.47,1.16,0.61,1.08,41.3,36.8,27.8,64.6,1.09,0.73,1.82,0.97,1.7,Premier League,2020-2021,19227944656237519
34,Genoa,34,28.3,44.7,38,418,3420,38.0,46,32,42,4,4,87.0,2.0,1.21,0.84,2.05,1.11,1.95,37.8,34.8,25.1,59.9,0.99,0.66,1.66,0.92,1.58,Serie A,2020-2021,87033800759594150
35,Getafe,31,26.7,42.8,38,418,3420,38.0,27,14,24,3,5,120.0,7.0,0.71,0.37,1.08,0.63,1.0,32.7,28.9,20.1,48.9,0.86,0.53,1.39,0.76,1.29,La Liga,2020-2021,23789167582387071
36,Granada,34,27.4,41.0,38,418,3420,38.0,46,30,43,3,5,97.0,6.0,1.21,0.79,2.0,1.13,1.92,39.5,35.9,23.8,59.6,1.04,0.63,1.67,0.94,1.57,La Liga,2020-2021,45137124328012624
37,Hellas Verona,32,26.2,49.8,38,418,3420,38.0,38,30,35,3,3,91.0,1.0,1.0,0.79,1.79,0.92,1.71,43.5,41.3,31.1,72.4,1.15,0.82,1.97,1.09,1.91,Serie A,2020-2021,45227680351245381
38,Hertha BSC,32,25.4,49.4,34,374,3060,34.0,40,29,36,4,6,67.0,3.0,1.18,0.85,2.03,1.06,1.91,42.4,37.9,29.8,67.7,1.25,0.88,2.13,1.11,1.99,Bundesliga,2020-2021,59737400018465050
39,Hoffenheim,30,25.7,51.1,34,374,3060,34.0,51,38,46,5,6,68.0,4.0,1.5,1.12,2.62,1.35,2.47,51.8,47.3,35.9,83.2,1.52,1.06,2.58,1.39,2.45,Bundesliga,2020-2021,29322720181807625
40,Huesca,27,28.0,48.3,38,418,3420,38.0,32,23,29,3,4,69.0,2.0,0.84,0.61,1.45,0.76,1.37,35.3,32.5,23.8,56.2,0.93,0.63,1.55,0.85,1.48,La Liga,2020-2021,16593090704373522
41,Inter,25,27.7,52.4,38,418,3420,38.0,84,62,76,8,9,61.0,2.0,2.21,1.63,3.84,2.0,3.63,74.8,68.0,53.4,121.4,1.97,1.4,3.37,1.79,3.19,Serie A,2020-2021,53198597771575973
42,Juventus,30,27.7,57.1,38,418,3420,38.0,76,59,68,8,10,80.0,6.0,2.0,1.55,3.55,1.79,3.34,74.2,66.7,51.4,118.1,1.95,1.35,3.3,1.76,3.11,Serie A,2020-2021,19371054131726661
43,Köln,28,24.9,46.3,36,374,3060,34.0,33,23,29,4,6,63.0,1.0,0.97,0.68,1.65,0.85,1.53,39.1,34.7,24.6,59.3,1.15,0.72,1.88,1.02,1.74,Bundesliga,2020-2021,39731782814123330
44,Lazio,30,29.4,53.1,38,418,3420,38.0,59,40,53,6,10,107.0,5.0,1.55,1.05,2.61,1.39,2.45,59.8,52.4,40.2,92.7,1.57,1.06,2.63,1.38,2.44,Serie A,2020-2021,90751438076496109
45,Leeds United,23,26.1,57.6,38,418,3420,38.0,60,45,56,4,4,61.0,1.0,1.58,1.18,2.76,1.47,2.66,57.5,54.5,42.5,97.0,1.51,1.12,2.63,1.43,2.55,Premier League,2020-2021,34570153325607342
46,Leicester City,27,26.5,54.6,38,418,3420,38.0,64,45,54,10,12,61.0,0.0,1.68,1.18,2.87,1.42,2.61,56.0,46.9,33.1,80.0,1.47,0.87,2.35,1.23,2.11,Premier League,2020-2021,18776461863573874
47,Lens,27,26.4,51.4,38,418,3420,38.0,53,35,43,10,12,94.0,7.0,1.39,0.92,2.32,1.13,2.05,56.0,46.9,34.7,81.6,1.47,0.91,2.39,1.23,2.15,Ligue 1,2020-2021,74951719010833888
48,Levante,29,28.0,52.4,38,418,3420,38.0,45,35,42,3,6,68.0,1.0,1.18,0.92,2.11,1.11,2.03,41.0,36.4,28.5,64.9,1.08,0.75,1.83,0.96,1.71,La Liga,2020-2021,1566092639264277
49,Leverkusen,30,25.4,59.9,34,374,3060,34.0,52,41,49,3,3,58.0,0.0,1.53,1.21,2.74,1.44,2.65,47.2,45.0,33.8,78.8,1.39,0.99,2.38,1.32,2.32,Bundesliga,2020-2021,36794408106212849
50,Lille,21,25.4,53.9,38,418,3420,38.0,62,39,57,5,5,68.0,2.0,1.63,1.03,2.66,1.5,2.53,50.0,46.2,36.1,82.4,1.32,0.95,2.27,1.22,2.17,Ligue 1,2020-2021,85603837513355486
51,Liverpool,28,26.8,62.4,38,418,3420,38.0,65,43,59,6,6,40.0,0.0,1.71,1.13,2.84,1.55,2.68,72.6,68.1,50.0,118.1,1.91,1.32,3.23,1.79,3.11,Premier League,2020-2021,41956650829873911
52,Lorient,27,26.8,44.6,38,418,3420,38.0,48,26,39,9,10,69.0,3.0,1.26,0.68,1.95,1.03,1.71,48.8,41.6,31.2,72.7,1.29,0.82,2.11,1.09,1.91,Ligue 1,2020-2021,37325341301512527
53,Lyon,29,25.8,54.9,38,418,3420,38.0,76,46,65,11,11,66.0,10.0,2.0,1.21,3.21,1.71,2.92,84.6,76.4,55.0,131.5,2.23,1.45,3.67,2.01,3.46,Ligue 1,2020-2021,87005642993871754
54,M'Gladbach,23,26.9,51.9,34,374,3060,34.0,63,44,53,10,11,61.0,2.0,1.85,1.29,3.15,1.56,2.85,55.2,47.0,34.6,81.7,1.62,1.02,2.64,1.38,2.4,Bundesliga,2020-2021,81611584009946193
55,Mainz 05,31,25.8,40.5,34,374,3060,34.0,39,23,34,5,5,63.0,1.0,1.15,0.68,1.82,1.0,1.68,47.1,43.4,34.7,78.1,1.39,1.02,2.41,1.28,2.3,Bundesliga,2020-2021,71158960989778912
56,Manchester City,24,26.1,63.9,38,418,3420,38.0,82,55,77,5,9,46.0,2.0,2.16,1.45,3.61,2.03,3.47,73.3,66.6,51.0,117.5,1.93,1.34,3.27,1.75,3.09,Premier League,2020-2021,74026506610392765
57,Manchester Utd,29,25.6,55.8,38,418,3420,38.0,70,51,60,10,11,64.0,1.0,1.84,1.34,3.18,1.58,2.92,60.2,51.9,40.5,92.4,1.58,1.07,2.65,1.37,2.43,Premier League,2020-2021,29078730489839024
58,Marseille,31,27.2,53.9,38,418,3420,38.0,53,45,49,4,7,98.0,9.0,1.39,1.18,2.58,1.29,2.47,47.5,42.2,34.5,76.7,1.25,0.91,2.16,1.11,2.02,Ligue 1,2020-2021,66190039714113630
59,Metz,27,25.7,45.3,38,418,3420,38.0,42,28,35,7,11,84.0,4.0,1.11,0.74,1.84,0.92,1.66,41.3,33.2,25.6,58.8,1.09,0.67,1.76,0.87,1.55,Ligue 1,2020-2021,14635757597311544
60,Milan,29,24.4,51.9,38,418,3420,38.0,72,47,57,15,20,83.0,4.0,1.89,1.24,3.13,1.5,2.74,71.2,56.6,43.4,100.0,1.87,1.14,3.02,1.49,2.63,Serie A,2020-2021,59378513948613436
61,Monaco,30,24.8,56.0,38,418,3420,38.0,76,52,64,12,15,78.0,7.0,2.0,1.37,3.37,1.68,3.05,66.9,55.4,44.7,100.1,1.76,1.18,2.94,1.46,2.63,Ligue 1,2020-2021,79093238158793616
62,Montpellier,25,28.0,45.3,38,418,3420,38.0,60,42,58,2,5,65.0,7.0,1.58,1.11,2.68,1.53,2.63,47.9,44.2,30.7,74.9,1.26,0.81,2.07,1.16,1.97,Ligue 1,2020-2021,32434714471076965
63,Nantes,25,25.8,43.7,40,418,3420,38.0,47,28,39,8,9,70.0,4.0,1.24,0.74,1.97,1.03,1.76,48.9,42.1,26.7,68.8,1.29,0.7,1.99,1.11,1.81,Ligue 1,2020-2021,25802633648495862
64,Napoli,25,27.1,55.2,38,418,3420,38.0,83,56,76,7,8,76.0,3.0,2.18,1.47,3.66,2.0,3.47,67.7,61.5,45.5,107.0,1.78,1.2,2.98,1.62,2.82,Serie A,2020-2021,10516137814401134
65,Newcastle Utd,27,27.1,38.2,38,418,3420,38.0,44,26,38,6,7,65.0,3.0,1.16,0.68,1.84,1.0,1.68,41.0,35.5,26.1,61.6,1.08,0.69,1.77,0.93,1.62,Premier League,2020-2021,29528772732587842
66,Nice,31,23.5,54.5,38,418,3420,38.0,49,26,42,7,7,73.0,4.0,1.29,0.68,1.97,1.11,1.79,46.9,41.7,26.3,68.1,1.24,0.69,1.93,1.1,1.79,Ligue 1,2020-2021,11720969662561653
67,Nîmes,33,25.8,44.4,38,418,3420,38.0,40,26,33,7,8,60.0,5.0,1.05,0.68,1.74,0.87,1.55,41.4,35.8,27.3,63.1,1.09,0.72,1.81,0.94,1.66,Ligue 1,2020-2021,83514802313158576
68,Osasuna,28,27.9,43.1,38,418,3420,38.0,36,25,31,5,6,80.0,5.0,0.95,0.66,1.61,0.82,1.47,37.6,33.2,23.4,56.7,0.99,0.62,1.61,0.87,1.49,La Liga,2020-2021,83352675823776457
69,Paris S-G,33,26.7,63.5,38,418,3420,38.0,85,52,73,12,13,79.0,7.0,2.24,1.37,3.61,1.92,3.29,82.4,73.1,54.6,127.7,2.17,1.44,3.61,1.92,3.36,Ligue 1,2020-2021,11177590892093073
70,Parma,42,28.0,47.7,38,418,3420,38.0,39,26,34,5,5,91.0,1.0,1.03,0.68,1.71,0.89,1.58,40.0,36.2,28.6,64.9,1.05,0.75,1.81,0.95,1.71,Serie A,2020-2021,62695319081093388
71,RB Leipzig,25,25.0,60.0,34,374,3060,34.0,59,44,51,8,10,57.0,0.0,1.74,1.29,3.03,1.5,2.79,65.3,58.0,44.7,102.7,1.92,1.32,3.24,1.7,3.02,Bundesliga,2020-2021,68159208261559796
72,Real Madrid,30,27.9,59.7,38,418,3420,38.0,64,53,61,3,3,59.0,2.0,1.68,1.39,3.08,1.61,3.0,61.6,59.4,46.2,105.5,1.62,1.21,2.84,1.56,2.78,La Liga,2020-2021,29627131003986350
73,Real Sociedad,30,25.0,55.1,38,418,3420,38.0,58,39,49,9,12,81.0,1.0,1.53,1.03,2.55,1.29,2.32,60.4,51.6,39.2,90.7,1.59,1.03,2.62,1.36,2.39,La Liga,2020-2021,57299950304530590
74,Reims,29,24.6,44.8,38,418,3420,38.0,39,23,34,5,5,77.0,8.0,1.03,0.61,1.63,0.89,1.5,33.3,29.7,20.9,50.5,0.88,0.55,1.43,0.78,1.33,Ligue 1,2020-2021,67732085073987538
75,Rennes,32,25.5,59.5,38,418,3420,38.0,50,39,47,3,3,79.0,5.0,1.32,1.03,2.34,1.24,2.26,50.0,47.7,37.5,85.2,1.31,0.99,2.3,1.25,2.24,Ligue 1,2020-2021,96819424452761337
76,Roma,31,26.7,52.5,38,418,3420,38.0,67,51,60,7,8,91.0,3.0,1.76,1.34,3.11,1.58,2.92,68.9,62.9,49.2,112.2,1.81,1.3,3.11,1.66,2.95,Serie A,2020-2021,764736481564168
77,Saint-Étienne,40,25.4,48.3,38,418,3420,38.0,40,28,34,6,9,76.0,2.0,1.05,0.74,1.79,0.89,1.63,48.2,41.4,30.8,72.2,1.27,0.81,2.08,1.09,1.9,Ligue 1,2020-2021,56226069621228236
78,Sampdoria,27,27.9,45.1,38,418,3420,38.0,52,37,47,5,6,83.0,3.0,1.37,0.97,2.34,1.24,2.21,46.2,41.7,30.0,71.7,1.21,0.79,2.0,1.1,1.89,Serie A,2020-2021,89407679695143145
79,Sassuolo,28,26.5,60.8,38,418,3420,38.0,61,36,48,13,14,79.0,4.0,1.61,0.95,2.55,1.26,2.21,59.2,48.8,35.5,84.4,1.56,0.94,2.49,1.29,2.22,Serie A,2020-2021,79200252522790650
80,Schalke 04,42,25.9,44.6,34,374,3060,34.0,24,20,24,0,3,74.0,2.0,0.71,0.59,1.29,0.71,1.29,27.0,24.5,18.3,42.9,0.79,0.54,1.33,0.72,1.26,Bundesliga,2020-2021,24345039935475884
81,Sevilla,26,28.1,61.2,38,418,3420,38.0,52,36,46,6,7,79.0,2.0,1.37,0.95,2.32,1.21,2.16,50.9,45.6,34.8,80.4,1.34,0.92,2.26,1.2,2.12,La Liga,2020-2021,22702270477938803
82,Sheffield Utd,27,26.7,41.5,38,418,3420,38.0,19,13,16,3,4,73.0,3.0,0.5,0.34,0.84,0.42,0.76,31.4,28.4,22.6,51.0,0.83,0.6,1.42,0.75,1.34,Premier League,2020-2021,93216768512646707
83,Southampton,29,26.6,52.2,38,418,3420,38.0,47,33,42,5,6,52.0,3.0,1.24,0.87,2.11,1.11,1.97,42.4,37.9,27.4,65.4,1.12,0.72,1.84,1.0,1.72,Premier League,2020-2021,21037626007536306
84,Spezia,35,25.2,52.2,38,418,3420,38.0,52,37,48,4,5,100.0,5.0,1.37,0.97,2.34,1.26,2.24,46.7,42.9,28.9,71.8,1.23,0.76,1.99,1.13,1.89,Serie A,2020-2021,41730244034743257
85,Strasbourg,26,26.8,45.6,38,418,3420,38.0,49,26,39,10,12,58.0,3.0,1.29,0.68,1.97,1.03,1.71,52.6,43.3,30.0,73.2,1.38,0.79,2.17,1.14,1.93,Ligue 1,2020-2021,92234479374253707
86,Stuttgart,29,24.1,51.5,34,374,3060,34.0,54,42,48,6,8,65.0,2.0,1.59,1.24,2.82,1.41,2.65,53.2,47.1,38.1,85.1,1.56,1.12,2.68,1.38,2.5,Bundesliga,2020-2021,81761661302668293
87,Torino,29,26.9,47.2,38,418,3420,38.0,49,28,44,5,6,78.0,4.0,1.29,0.74,2.03,1.16,1.89,50.2,45.5,32.5,78.1,1.32,0.86,2.18,1.2,2.05,Serie A,2020-2021,21846272194836439
88,Tottenham,24,27.2,51.7,38,418,3420,38.0,66,50,61,5,5,57.0,2.0,1.74,1.32,3.05,1.61,2.92,54.5,50.7,35.5,86.2,1.43,0.93,2.37,1.33,2.27,Premier League,2020-2021,22006624071753704
89,Udinese,33,27.2,46.1,38,418,3420,38.0,40,30,36,4,4,65.0,2.0,1.05,0.79,1.84,0.95,1.74,42.9,40.1,27.3,67.4,1.13,0.72,1.85,1.05,1.77,Serie A,2020-2021,48393495896639342
90,Union Berlin,27,27.3,44.9,34,374,3060,34.0,50,39,45,5,7,57.0,2.0,1.47,1.15,2.62,1.32,2.47,45.8,40.4,31.1,71.5,1.35,0.91,2.26,1.19,2.1,Bundesliga,2020-2021,71630543971501382
91,Valencia,30,25.2,46.9,38,418,3420,38.0,48,35,40,8,10,82.0,5.0,1.26,0.92,2.18,1.05,1.97,43.9,36.4,27.2,63.6,1.15,0.72,1.87,0.96,1.67,La Liga,2020-2021,65158650443085242
92,Valladolid,32,28.1,45.1,38,418,3420,38.0,34,21,27,7,8,93.0,4.0,0.89,0.55,1.45,0.71,1.26,37.1,31.2,22.1,53.3,0.98,0.58,1.56,0.82,1.4,La Liga,2020-2021,44089518275887893
93,Villarreal,29,28.0,55.6,38,418,3420,38.0,57,33,45,12,13,67.0,5.0,1.5,0.87,2.37,1.18,2.05,58.0,48.3,40.5,88.9,1.53,1.07,2.59,1.27,2.34,La Liga,2020-2021,63335634096533483
94,Werder Bremen,27,26.3,43.8,34,374,3060,34.0,35,25,30,5,5,67.0,3.0,1.03,0.74,1.76,0.88,1.62,33.8,30.0,21.5,51.5,0.99,0.63,1.63,0.88,1.52,Bundesliga,2020-2021,59303898890876434
95,West Brom,30,26.4,37.6,38,418,3420,38.0,33,20,29,4,4,51.0,4.0,0.87,0.53,1.39,0.76,1.29,33.8,30.7,21.2,52.0,0.89,0.56,1.45,0.81,1.37,Premier League,2020-2021,26775906631723373
96,West Ham,24,27.8,42.9,38,418,3420,38.0,60,46,58,2,4,50.0,3.0,1.58,1.21,2.79,1.53,2.74,53.9,50.7,36.8,87.5,1.42,0.97,2.39,1.33,2.3,Premier League,2020-2021,57680956417459581
97,Wolfsburg,26,25.6,51.4,34,374,3060,34.0,57,48,55,2,3,58.0,3.0,1.68,1.41,3.09,1.62,3.03,49.5,47.4,37.6,85.0,1.45,1.11,2.56,1.39,2.5,Bundesliga,2020-2021,85159484018358879
